"year","month","zoneid","zone.name","borough","tnc.month"
2016,4,"ID154","Marine Park/Floyd Bennett Field","Brooklyn",1
2016,5,"ID154","Marine Park/Floyd Bennett Field","Brooklyn",1
2016,6,"ID154","Marine Park/Floyd Bennett Field","Brooklyn",1
2016,7,"ID154","Marine Park/Floyd Bennett Field","Brooklyn",1
2016,8,"ID154","Marine Park/Floyd Bennett Field","Brooklyn",1
2016,9,"ID154","Marine Park/Floyd Bennett Field","Brooklyn",1
2016,10,"ID154","Marine Park/Floyd Bennett Field","Brooklyn",1
2016,11,"ID154","Marine Park/Floyd Bennett Field","Brooklyn",1
2016,12,"ID154","Marine Park/Floyd Bennett Field","Brooklyn",1
2017,1,"ID154","Marine Park/Floyd Bennett Field","Brooklyn",1
2017,2,"ID154","Marine Park/Floyd Bennett Field","Brooklyn",1
2017,3,"ID154","Marine Park/Floyd Bennett Field","Brooklyn",1
2017,4,"ID154","Marine Park/Floyd Bennett Field","Brooklyn",1
2017,5,"ID154","Marine Park/Floyd Bennett Field","Brooklyn",1
2017,6,"ID154","Marine Park/Floyd Bennett Field","Brooklyn",2
2015,1,"ID155","Marine Park/Mill Basin","Brooklyn",1
2015,2,"ID155","Marine Park/Mill Basin","Brooklyn",1
2015,3,"ID155","Marine Park/Mill Basin","Brooklyn",1
2015,4,"ID155","Marine Park/Mill Basin","Brooklyn",2
2015,5,"ID155","Marine Park/Mill Basin","Brooklyn",2
2015,6,"ID155","Marine Park/Mill Basin","Brooklyn",2
2015,7,"ID155","Marine Park/Mill Basin","Brooklyn",2
2015,8,"ID155","Marine Park/Mill Basin","Brooklyn",3
2015,9,"ID155","Marine Park/Mill Basin","Brooklyn",3
2015,10,"ID155","Marine Park/Mill Basin","Brooklyn",4
2015,11,"ID155","Marine Park/Mill Basin","Brooklyn",5
2015,12,"ID155","Marine Park/Mill Basin","Brooklyn",6
2016,1,"ID155","Marine Park/Mill Basin","Brooklyn",6
2016,2,"ID155","Marine Park/Mill Basin","Brooklyn",7
2016,3,"ID155","Marine Park/Mill Basin","Brooklyn",9
2016,4,"ID155","Marine Park/Mill Basin","Brooklyn",9
2016,5,"ID155","Marine Park/Mill Basin","Brooklyn",11
2016,6,"ID155","Marine Park/Mill Basin","Brooklyn",11
2016,7,"ID155","Marine Park/Mill Basin","Brooklyn",11
2016,8,"ID155","Marine Park/Mill Basin","Brooklyn",12
2016,9,"ID155","Marine Park/Mill Basin","Brooklyn",13
2016,10,"ID155","Marine Park/Mill Basin","Brooklyn",14
2016,11,"ID155","Marine Park/Mill Basin","Brooklyn",18
2016,12,"ID155","Marine Park/Mill Basin","Brooklyn",24
2017,1,"ID155","Marine Park/Mill Basin","Brooklyn",19
2017,2,"ID155","Marine Park/Mill Basin","Brooklyn",20
2017,3,"ID155","Marine Park/Mill Basin","Brooklyn",26
2017,4,"ID155","Marine Park/Mill Basin","Brooklyn",24
2017,5,"ID155","Marine Park/Mill Basin","Brooklyn",27
2017,6,"ID155","Marine Park/Mill Basin","Brooklyn",31
2015,1,"ID156","Mariners Harbor","Staten Island",0
2015,2,"ID156","Mariners Harbor","Staten Island",0
2015,3,"ID156","Mariners Harbor","Staten Island",0
2015,4,"ID156","Mariners Harbor","Staten Island",0
2015,5,"ID156","Mariners Harbor","Staten Island",0
2015,6,"ID156","Mariners Harbor","Staten Island",0
2015,7,"ID156","Mariners Harbor","Staten Island",0
2015,8,"ID156","Mariners Harbor","Staten Island",0
2015,9,"ID156","Mariners Harbor","Staten Island",0
2015,10,"ID156","Mariners Harbor","Staten Island",0
2015,11,"ID156","Mariners Harbor","Staten Island",1
2015,12,"ID156","Mariners Harbor","Staten Island",1
2016,1,"ID156","Mariners Harbor","Staten Island",1
2016,2,"ID156","Mariners Harbor","Staten Island",1
2016,3,"ID156","Mariners Harbor","Staten Island",1
2016,4,"ID156","Mariners Harbor","Staten Island",1
2016,5,"ID156","Mariners Harbor","Staten Island",2
2016,6,"ID156","Mariners Harbor","Staten Island",2
2016,7,"ID156","Mariners Harbor","Staten Island",2
2016,8,"ID156","Mariners Harbor","Staten Island",2
2016,9,"ID156","Mariners Harbor","Staten Island",2
2016,10,"ID156","Mariners Harbor","Staten Island",2
2016,11,"ID156","Mariners Harbor","Staten Island",2
2016,12,"ID156","Mariners Harbor","Staten Island",3
2017,1,"ID156","Mariners Harbor","Staten Island",3
2017,2,"ID156","Mariners Harbor","Staten Island",3
2017,3,"ID156","Mariners Harbor","Staten Island",4
2017,4,"ID156","Mariners Harbor","Staten Island",4
2017,5,"ID156","Mariners Harbor","Staten Island",5
2017,6,"ID156","Mariners Harbor","Staten Island",5
2015,1,"ID157","Maspeth","Queens",2
2015,2,"ID157","Maspeth","Queens",2
2015,3,"ID157","Maspeth","Queens",2
2015,4,"ID157","Maspeth","Queens",3
2015,5,"ID157","Maspeth","Queens",3
2015,6,"ID157","Maspeth","Queens",3
2015,7,"ID157","Maspeth","Queens",4
2015,8,"ID157","Maspeth","Queens",4
2015,9,"ID157","Maspeth","Queens",5
2015,10,"ID157","Maspeth","Queens",5
2015,11,"ID157","Maspeth","Queens",6
2015,12,"ID157","Maspeth","Queens",7
2016,1,"ID157","Maspeth","Queens",7
2016,2,"ID157","Maspeth","Queens",8
2016,3,"ID157","Maspeth","Queens",9
2016,4,"ID157","Maspeth","Queens",10
2016,5,"ID157","Maspeth","Queens",11
2016,6,"ID157","Maspeth","Queens",11
2016,7,"ID157","Maspeth","Queens",12
2016,8,"ID157","Maspeth","Queens",12
2016,9,"ID157","Maspeth","Queens",13
2016,10,"ID157","Maspeth","Queens",14
2016,11,"ID157","Maspeth","Queens",14
2016,12,"ID157","Maspeth","Queens",17
2017,1,"ID157","Maspeth","Queens",17
2017,2,"ID157","Maspeth","Queens",16
2017,3,"ID157","Maspeth","Queens",21
2017,4,"ID157","Maspeth","Queens",19
2017,5,"ID157","Maspeth","Queens",22
2017,6,"ID157","Maspeth","Queens",23
2015,1,"ID158","Meatpacking/West Village West","Manhattan",36
2015,2,"ID158","Meatpacking/West Village West","Manhattan",44
2015,3,"ID158","Meatpacking/West Village West","Manhattan",40
2015,4,"ID158","Meatpacking/West Village West","Manhattan",44
2015,5,"ID158","Meatpacking/West Village West","Manhattan",52
2015,6,"ID158","Meatpacking/West Village West","Manhattan",55
2015,7,"ID158","Meatpacking/West Village West","Manhattan",61
2015,8,"ID158","Meatpacking/West Village West","Manhattan",61
2015,9,"ID158","Meatpacking/West Village West","Manhattan",72
2015,10,"ID158","Meatpacking/West Village West","Manhattan",80
2015,11,"ID158","Meatpacking/West Village West","Manhattan",75
2015,12,"ID158","Meatpacking/West Village West","Manhattan",75
2016,1,"ID158","Meatpacking/West Village West","Manhattan",72
2016,2,"ID158","Meatpacking/West Village West","Manhattan",84
2016,3,"ID158","Meatpacking/West Village West","Manhattan",77
2016,4,"ID158","Meatpacking/West Village West","Manhattan",84
2016,5,"ID158","Meatpacking/West Village West","Manhattan",88
2016,6,"ID158","Meatpacking/West Village West","Manhattan",88
2016,7,"ID158","Meatpacking/West Village West","Manhattan",93
2016,8,"ID158","Meatpacking/West Village West","Manhattan",89
2016,9,"ID158","Meatpacking/West Village West","Manhattan",101
2016,10,"ID158","Meatpacking/West Village West","Manhattan",99
2016,11,"ID158","Meatpacking/West Village West","Manhattan",90
2016,12,"ID158","Meatpacking/West Village West","Manhattan",101
2017,1,"ID158","Meatpacking/West Village West","Manhattan",100
2017,2,"ID158","Meatpacking/West Village West","Manhattan",100
2017,3,"ID158","Meatpacking/West Village West","Manhattan",109
2017,4,"ID158","Meatpacking/West Village West","Manhattan",104
2017,5,"ID158","Meatpacking/West Village West","Manhattan",108
2017,6,"ID158","Meatpacking/West Village West","Manhattan",108
2015,1,"ID159","Melrose South","Bronx",1
2015,2,"ID159","Melrose South","Bronx",1
2015,3,"ID159","Melrose South","Bronx",1
2015,4,"ID159","Melrose South","Bronx",1
2015,5,"ID159","Melrose South","Bronx",2
2015,6,"ID159","Melrose South","Bronx",2
2015,7,"ID159","Melrose South","Bronx",2
2015,8,"ID159","Melrose South","Bronx",2
2015,9,"ID159","Melrose South","Bronx",2
2015,10,"ID159","Melrose South","Bronx",3
2015,11,"ID159","Melrose South","Bronx",3
2015,12,"ID159","Melrose South","Bronx",4
2016,1,"ID159","Melrose South","Bronx",4
2016,2,"ID159","Melrose South","Bronx",5
2016,3,"ID159","Melrose South","Bronx",7
2016,4,"ID159","Melrose South","Bronx",7
2016,5,"ID159","Melrose South","Bronx",8
2016,6,"ID159","Melrose South","Bronx",8
2016,7,"ID159","Melrose South","Bronx",9
2016,8,"ID159","Melrose South","Bronx",9
2016,9,"ID159","Melrose South","Bronx",9
2016,10,"ID159","Melrose South","Bronx",10
2016,11,"ID159","Melrose South","Bronx",12
2016,12,"ID159","Melrose South","Bronx",14
2017,1,"ID159","Melrose South","Bronx",15
2017,2,"ID159","Melrose South","Bronx",16
2017,3,"ID159","Melrose South","Bronx",23
2017,4,"ID159","Melrose South","Bronx",22
2017,5,"ID159","Melrose South","Bronx",25
2017,6,"ID159","Melrose South","Bronx",25
2015,1,"ID16","Bayside","Queens",1
2015,2,"ID16","Bayside","Queens",1
2015,3,"ID16","Bayside","Queens",1
2015,4,"ID16","Bayside","Queens",2
2015,5,"ID16","Bayside","Queens",2
2015,6,"ID16","Bayside","Queens",2
2015,7,"ID16","Bayside","Queens",2
2015,8,"ID16","Bayside","Queens",3
2015,9,"ID16","Bayside","Queens",4
2015,10,"ID16","Bayside","Queens",4
2015,11,"ID16","Bayside","Queens",5
2015,12,"ID16","Bayside","Queens",5
2016,1,"ID16","Bayside","Queens",6
2016,2,"ID16","Bayside","Queens",6
2016,3,"ID16","Bayside","Queens",7
2016,4,"ID16","Bayside","Queens",8
2016,5,"ID16","Bayside","Queens",9
2016,6,"ID16","Bayside","Queens",9
2016,7,"ID16","Bayside","Queens",10
2016,8,"ID16","Bayside","Queens",10
2016,9,"ID16","Bayside","Queens",11
2016,10,"ID16","Bayside","Queens",11
2016,11,"ID16","Bayside","Queens",12
2016,12,"ID16","Bayside","Queens",15
2017,1,"ID16","Bayside","Queens",14
2017,2,"ID16","Bayside","Queens",14
2017,3,"ID16","Bayside","Queens",20
2017,4,"ID16","Bayside","Queens",18
2017,5,"ID16","Bayside","Queens",20
2017,6,"ID16","Bayside","Queens",21
2015,1,"ID160","Middle Village","Queens",1
2015,2,"ID160","Middle Village","Queens",2
2015,3,"ID160","Middle Village","Queens",2
2015,4,"ID160","Middle Village","Queens",2
2015,5,"ID160","Middle Village","Queens",2
2015,6,"ID160","Middle Village","Queens",3
2015,7,"ID160","Middle Village","Queens",3
2015,8,"ID160","Middle Village","Queens",3
2015,9,"ID160","Middle Village","Queens",3
2015,10,"ID160","Middle Village","Queens",4
2015,11,"ID160","Middle Village","Queens",5
2015,12,"ID160","Middle Village","Queens",6
2016,1,"ID160","Middle Village","Queens",6
2016,2,"ID160","Middle Village","Queens",7
2016,3,"ID160","Middle Village","Queens",8
2016,4,"ID160","Middle Village","Queens",9
2016,5,"ID160","Middle Village","Queens",9
2016,6,"ID160","Middle Village","Queens",10
2016,7,"ID160","Middle Village","Queens",10
2016,8,"ID160","Middle Village","Queens",10
2016,9,"ID160","Middle Village","Queens",10
2016,10,"ID160","Middle Village","Queens",11
2016,11,"ID160","Middle Village","Queens",12
2016,12,"ID160","Middle Village","Queens",14
2017,1,"ID160","Middle Village","Queens",13
2017,2,"ID160","Middle Village","Queens",13
2017,3,"ID160","Middle Village","Queens",17
2017,4,"ID160","Middle Village","Queens",16
2017,5,"ID160","Middle Village","Queens",17
2017,6,"ID160","Middle Village","Queens",20
2015,1,"ID161","Midtown Center","Manhattan",64
2015,2,"ID161","Midtown Center","Manhattan",80
2015,3,"ID161","Midtown Center","Manhattan",79
2015,4,"ID161","Midtown Center","Manhattan",81
2015,5,"ID161","Midtown Center","Manhattan",84
2015,6,"ID161","Midtown Center","Manhattan",98
2015,7,"ID161","Midtown Center","Manhattan",95
2015,8,"ID161","Midtown Center","Manhattan",101
2015,9,"ID161","Midtown Center","Manhattan",115
2015,10,"ID161","Midtown Center","Manhattan",146
2015,11,"ID161","Midtown Center","Manhattan",136
2015,12,"ID161","Midtown Center","Manhattan",137
2016,1,"ID161","Midtown Center","Manhattan",142
2016,2,"ID161","Midtown Center","Manhattan",159
2016,3,"ID161","Midtown Center","Manhattan",151
2016,4,"ID161","Midtown Center","Manhattan",149
2016,5,"ID161","Midtown Center","Manhattan",156
2016,6,"ID161","Midtown Center","Manhattan",159
2016,7,"ID161","Midtown Center","Manhattan",168
2016,8,"ID161","Midtown Center","Manhattan",163
2016,9,"ID161","Midtown Center","Manhattan",170
2016,10,"ID161","Midtown Center","Manhattan",184
2016,11,"ID161","Midtown Center","Manhattan",177
2016,12,"ID161","Midtown Center","Manhattan",186
2017,1,"ID161","Midtown Center","Manhattan",198
2017,2,"ID161","Midtown Center","Manhattan",179
2017,3,"ID161","Midtown Center","Manhattan",204
2017,4,"ID161","Midtown Center","Manhattan",179
2017,5,"ID161","Midtown Center","Manhattan",197
2017,6,"ID161","Midtown Center","Manhattan",226
2015,1,"ID162","Midtown East","Manhattan",39
2015,2,"ID162","Midtown East","Manhattan",48
2015,3,"ID162","Midtown East","Manhattan",49
2015,4,"ID162","Midtown East","Manhattan",52
2015,5,"ID162","Midtown East","Manhattan",55
2015,6,"ID162","Midtown East","Manhattan",63
2015,7,"ID162","Midtown East","Manhattan",73
2015,8,"ID162","Midtown East","Manhattan",71
2015,9,"ID162","Midtown East","Manhattan",79
2015,10,"ID162","Midtown East","Manhattan",98
2015,11,"ID162","Midtown East","Manhattan",90
2015,12,"ID162","Midtown East","Manhattan",95
2016,1,"ID162","Midtown East","Manhattan",92
2016,2,"ID162","Midtown East","Manhattan",105
2016,3,"ID162","Midtown East","Manhattan",104
2016,4,"ID162","Midtown East","Manhattan",103
2016,5,"ID162","Midtown East","Manhattan",110
2016,6,"ID162","Midtown East","Manhattan",111
2016,7,"ID162","Midtown East","Manhattan",119
2016,8,"ID162","Midtown East","Manhattan",121
2016,9,"ID162","Midtown East","Manhattan",123
2016,10,"ID162","Midtown East","Manhattan",133
2016,11,"ID162","Midtown East","Manhattan",133
2016,12,"ID162","Midtown East","Manhattan",138
2017,1,"ID162","Midtown East","Manhattan",141
2017,2,"ID162","Midtown East","Manhattan",130
2017,3,"ID162","Midtown East","Manhattan",147
2017,4,"ID162","Midtown East","Manhattan",133
2017,5,"ID162","Midtown East","Manhattan",146
2017,6,"ID162","Midtown East","Manhattan",141
2015,1,"ID163","Midtown North","Manhattan",40
2015,2,"ID163","Midtown North","Manhattan",50
2015,3,"ID163","Midtown North","Manhattan",48
2015,4,"ID163","Midtown North","Manhattan",51
2015,5,"ID163","Midtown North","Manhattan",57
2015,6,"ID163","Midtown North","Manhattan",64
2015,7,"ID163","Midtown North","Manhattan",67
2015,8,"ID163","Midtown North","Manhattan",69
2015,9,"ID163","Midtown North","Manhattan",78
2015,10,"ID163","Midtown North","Manhattan",94
2015,11,"ID163","Midtown North","Manhattan",90
2015,12,"ID163","Midtown North","Manhattan",95
2016,1,"ID163","Midtown North","Manhattan",87
2016,2,"ID163","Midtown North","Manhattan",98
2016,3,"ID163","Midtown North","Manhattan",95
2016,4,"ID163","Midtown North","Manhattan",95
2016,5,"ID163","Midtown North","Manhattan",102
2016,6,"ID163","Midtown North","Manhattan",100
2016,7,"ID163","Midtown North","Manhattan",107
2016,8,"ID163","Midtown North","Manhattan",106
2016,9,"ID163","Midtown North","Manhattan",112
2016,10,"ID163","Midtown North","Manhattan",121
2016,11,"ID163","Midtown North","Manhattan",114
2016,12,"ID163","Midtown North","Manhattan",124
2017,1,"ID163","Midtown North","Manhattan",126
2017,2,"ID163","Midtown North","Manhattan",120
2017,3,"ID163","Midtown North","Manhattan",137
2017,4,"ID163","Midtown North","Manhattan",125
2017,5,"ID163","Midtown North","Manhattan",132
2017,6,"ID163","Midtown North","Manhattan",125
2015,1,"ID164","Midtown South","Manhattan",37
2015,2,"ID164","Midtown South","Manhattan",44
2015,3,"ID164","Midtown South","Manhattan",43
2015,4,"ID164","Midtown South","Manhattan",47
2015,5,"ID164","Midtown South","Manhattan",53
2015,6,"ID164","Midtown South","Manhattan",57
2015,7,"ID164","Midtown South","Manhattan",65
2015,8,"ID164","Midtown South","Manhattan",70
2015,9,"ID164","Midtown South","Manhattan",81
2015,10,"ID164","Midtown South","Manhattan",93
2015,11,"ID164","Midtown South","Manhattan",88
2015,12,"ID164","Midtown South","Manhattan",95
2016,1,"ID164","Midtown South","Manhattan",87
2016,2,"ID164","Midtown South","Manhattan",99
2016,3,"ID164","Midtown South","Manhattan",100
2016,4,"ID164","Midtown South","Manhattan",101
2016,5,"ID164","Midtown South","Manhattan",109
2016,6,"ID164","Midtown South","Manhattan",107
2016,7,"ID164","Midtown South","Manhattan",118
2016,8,"ID164","Midtown South","Manhattan",119
2016,9,"ID164","Midtown South","Manhattan",130
2016,10,"ID164","Midtown South","Manhattan",135
2016,11,"ID164","Midtown South","Manhattan",132
2016,12,"ID164","Midtown South","Manhattan",149
2017,1,"ID164","Midtown South","Manhattan",139
2017,2,"ID164","Midtown South","Manhattan",135
2017,3,"ID164","Midtown South","Manhattan",152
2017,4,"ID164","Midtown South","Manhattan",137
2017,5,"ID164","Midtown South","Manhattan",151
2017,6,"ID164","Midtown South","Manhattan",157
2015,1,"ID165","Midwood","Brooklyn",2
2015,2,"ID165","Midwood","Brooklyn",3
2015,3,"ID165","Midwood","Brooklyn",3
2015,4,"ID165","Midwood","Brooklyn",3
2015,5,"ID165","Midwood","Brooklyn",4
2015,6,"ID165","Midwood","Brooklyn",4
2015,7,"ID165","Midwood","Brooklyn",4
2015,8,"ID165","Midwood","Brooklyn",4
2015,9,"ID165","Midwood","Brooklyn",5
2015,10,"ID165","Midwood","Brooklyn",6
2015,11,"ID165","Midwood","Brooklyn",8
2015,12,"ID165","Midwood","Brooklyn",9
2016,1,"ID165","Midwood","Brooklyn",10
2016,2,"ID165","Midwood","Brooklyn",12
2016,3,"ID165","Midwood","Brooklyn",14
2016,4,"ID165","Midwood","Brooklyn",12
2016,5,"ID165","Midwood","Brooklyn",15
2016,6,"ID165","Midwood","Brooklyn",14
2016,7,"ID165","Midwood","Brooklyn",12
2016,8,"ID165","Midwood","Brooklyn",13
2016,9,"ID165","Midwood","Brooklyn",17
2016,10,"ID165","Midwood","Brooklyn",16
2016,11,"ID165","Midwood","Brooklyn",22
2016,12,"ID165","Midwood","Brooklyn",26
2017,1,"ID165","Midwood","Brooklyn",25
2017,2,"ID165","Midwood","Brooklyn",26
2017,3,"ID165","Midwood","Brooklyn",36
2017,4,"ID165","Midwood","Brooklyn",25
2017,5,"ID165","Midwood","Brooklyn",32
2017,6,"ID165","Midwood","Brooklyn",33
2015,1,"ID166","Morningside Heights","Manhattan",6
2015,2,"ID166","Morningside Heights","Manhattan",9
2015,3,"ID166","Morningside Heights","Manhattan",9
2015,4,"ID166","Morningside Heights","Manhattan",11
2015,5,"ID166","Morningside Heights","Manhattan",14
2015,6,"ID166","Morningside Heights","Manhattan",11
2015,7,"ID166","Morningside Heights","Manhattan",13
2015,8,"ID166","Morningside Heights","Manhattan",14
2015,9,"ID166","Morningside Heights","Manhattan",19
2015,10,"ID166","Morningside Heights","Manhattan",24
2015,11,"ID166","Morningside Heights","Manhattan",24
2015,12,"ID166","Morningside Heights","Manhattan",24
2016,1,"ID166","Morningside Heights","Manhattan",21
2016,2,"ID166","Morningside Heights","Manhattan",31
2016,3,"ID166","Morningside Heights","Manhattan",30
2016,4,"ID166","Morningside Heights","Manhattan",33
2016,5,"ID166","Morningside Heights","Manhattan",36
2016,6,"ID166","Morningside Heights","Manhattan",30
2016,7,"ID166","Morningside Heights","Manhattan",36
2016,8,"ID166","Morningside Heights","Manhattan",39
2016,9,"ID166","Morningside Heights","Manhattan",50
2016,10,"ID166","Morningside Heights","Manhattan",54
2016,11,"ID166","Morningside Heights","Manhattan",53
2016,12,"ID166","Morningside Heights","Manhattan",54
2017,1,"ID166","Morningside Heights","Manhattan",51
2017,2,"ID166","Morningside Heights","Manhattan",62
2017,3,"ID166","Morningside Heights","Manhattan",67
2017,4,"ID166","Morningside Heights","Manhattan",70
2017,5,"ID166","Morningside Heights","Manhattan",74
2017,6,"ID166","Morningside Heights","Manhattan",59
2015,1,"ID167","Morrisania/Melrose","Bronx",1
2015,2,"ID167","Morrisania/Melrose","Bronx",1
2015,3,"ID167","Morrisania/Melrose","Bronx",1
2015,4,"ID167","Morrisania/Melrose","Bronx",1
2015,5,"ID167","Morrisania/Melrose","Bronx",1
2015,6,"ID167","Morrisania/Melrose","Bronx",1
2015,7,"ID167","Morrisania/Melrose","Bronx",2
2015,8,"ID167","Morrisania/Melrose","Bronx",2
2015,9,"ID167","Morrisania/Melrose","Bronx",2
2015,10,"ID167","Morrisania/Melrose","Bronx",3
2015,11,"ID167","Morrisania/Melrose","Bronx",3
2015,12,"ID167","Morrisania/Melrose","Bronx",4
2016,1,"ID167","Morrisania/Melrose","Bronx",4
2016,2,"ID167","Morrisania/Melrose","Bronx",5
2016,3,"ID167","Morrisania/Melrose","Bronx",6
2016,4,"ID167","Morrisania/Melrose","Bronx",6
2016,5,"ID167","Morrisania/Melrose","Bronx",7
2016,6,"ID167","Morrisania/Melrose","Bronx",7
2016,7,"ID167","Morrisania/Melrose","Bronx",7
2016,8,"ID167","Morrisania/Melrose","Bronx",8
2016,9,"ID167","Morrisania/Melrose","Bronx",8
2016,10,"ID167","Morrisania/Melrose","Bronx",9
2016,11,"ID167","Morrisania/Melrose","Bronx",10
2016,12,"ID167","Morrisania/Melrose","Bronx",13
2017,1,"ID167","Morrisania/Melrose","Bronx",14
2017,2,"ID167","Morrisania/Melrose","Bronx",15
2017,3,"ID167","Morrisania/Melrose","Bronx",20
2017,4,"ID167","Morrisania/Melrose","Bronx",21
2017,5,"ID167","Morrisania/Melrose","Bronx",22
2017,6,"ID167","Morrisania/Melrose","Bronx",23
2015,1,"ID168","Mott Haven/Port Morris","Bronx",1
2015,2,"ID168","Mott Haven/Port Morris","Bronx",2
2015,3,"ID168","Mott Haven/Port Morris","Bronx",2
2015,4,"ID168","Mott Haven/Port Morris","Bronx",2
2015,5,"ID168","Mott Haven/Port Morris","Bronx",3
2015,6,"ID168","Mott Haven/Port Morris","Bronx",3
2015,7,"ID168","Mott Haven/Port Morris","Bronx",3
2015,8,"ID168","Mott Haven/Port Morris","Bronx",4
2015,9,"ID168","Mott Haven/Port Morris","Bronx",4
2015,10,"ID168","Mott Haven/Port Morris","Bronx",5
2015,11,"ID168","Mott Haven/Port Morris","Bronx",5
2015,12,"ID168","Mott Haven/Port Morris","Bronx",6
2016,1,"ID168","Mott Haven/Port Morris","Bronx",7
2016,2,"ID168","Mott Haven/Port Morris","Bronx",8
2016,3,"ID168","Mott Haven/Port Morris","Bronx",10
2016,4,"ID168","Mott Haven/Port Morris","Bronx",10
2016,5,"ID168","Mott Haven/Port Morris","Bronx",11
2016,6,"ID168","Mott Haven/Port Morris","Bronx",12
2016,7,"ID168","Mott Haven/Port Morris","Bronx",13
2016,8,"ID168","Mott Haven/Port Morris","Bronx",14
2016,9,"ID168","Mott Haven/Port Morris","Bronx",14
2016,10,"ID168","Mott Haven/Port Morris","Bronx",15
2016,11,"ID168","Mott Haven/Port Morris","Bronx",16
2016,12,"ID168","Mott Haven/Port Morris","Bronx",19
2017,1,"ID168","Mott Haven/Port Morris","Bronx",21
2017,2,"ID168","Mott Haven/Port Morris","Bronx",22
2017,3,"ID168","Mott Haven/Port Morris","Bronx",30
2017,4,"ID168","Mott Haven/Port Morris","Bronx",31
2017,5,"ID168","Mott Haven/Port Morris","Bronx",34
2017,6,"ID168","Mott Haven/Port Morris","Bronx",33
2015,1,"ID169","Mount Hope","Bronx",1
2015,2,"ID169","Mount Hope","Bronx",1
2015,3,"ID169","Mount Hope","Bronx",1
2015,4,"ID169","Mount Hope","Bronx",1
2015,5,"ID169","Mount Hope","Bronx",2
2015,6,"ID169","Mount Hope","Bronx",1
2015,7,"ID169","Mount Hope","Bronx",2
2015,8,"ID169","Mount Hope","Bronx",2
2015,9,"ID169","Mount Hope","Bronx",3
2015,10,"ID169","Mount Hope","Bronx",3
2015,11,"ID169","Mount Hope","Bronx",4
2015,12,"ID169","Mount Hope","Bronx",5
2016,1,"ID169","Mount Hope","Bronx",5
2016,2,"ID169","Mount Hope","Bronx",6
2016,3,"ID169","Mount Hope","Bronx",7
2016,4,"ID169","Mount Hope","Bronx",7
2016,5,"ID169","Mount Hope","Bronx",8
2016,6,"ID169","Mount Hope","Bronx",9
2016,7,"ID169","Mount Hope","Bronx",10
2016,8,"ID169","Mount Hope","Bronx",11
2016,9,"ID169","Mount Hope","Bronx",10
2016,10,"ID169","Mount Hope","Bronx",12
2016,11,"ID169","Mount Hope","Bronx",14
2016,12,"ID169","Mount Hope","Bronx",17
2017,1,"ID169","Mount Hope","Bronx",18
2017,2,"ID169","Mount Hope","Bronx",20
2017,3,"ID169","Mount Hope","Bronx",26
2017,4,"ID169","Mount Hope","Bronx",27
2017,5,"ID169","Mount Hope","Bronx",29
2017,6,"ID169","Mount Hope","Bronx",31
2015,1,"ID17","Bedford","Brooklyn",11
2015,2,"ID17","Bedford","Brooklyn",11
2015,3,"ID17","Bedford","Brooklyn",11
2015,4,"ID17","Bedford","Brooklyn",14
2015,5,"ID17","Bedford","Brooklyn",18
2015,6,"ID17","Bedford","Brooklyn",19
2015,7,"ID17","Bedford","Brooklyn",22
2015,8,"ID17","Bedford","Brooklyn",27
2015,9,"ID17","Bedford","Brooklyn",28
2015,10,"ID17","Bedford","Brooklyn",33
2015,11,"ID17","Bedford","Brooklyn",34
2015,12,"ID17","Bedford","Brooklyn",38
2016,1,"ID17","Bedford","Brooklyn",40
2016,2,"ID17","Bedford","Brooklyn",42
2016,3,"ID17","Bedford","Brooklyn",47
2016,4,"ID17","Bedford","Brooklyn",50
2016,5,"ID17","Bedford","Brooklyn",57
2016,6,"ID17","Bedford","Brooklyn",59
2016,7,"ID17","Bedford","Brooklyn",63
2016,8,"ID17","Bedford","Brooklyn",63
2016,9,"ID17","Bedford","Brooklyn",68
2016,10,"ID17","Bedford","Brooklyn",76
2016,11,"ID17","Bedford","Brooklyn",76
2016,12,"ID17","Bedford","Brooklyn",89
2017,1,"ID17","Bedford","Brooklyn",85
2017,2,"ID17","Bedford","Brooklyn",81
2017,3,"ID17","Bedford","Brooklyn",98
2017,4,"ID17","Bedford","Brooklyn",95
2017,5,"ID17","Bedford","Brooklyn",105
2017,6,"ID17","Bedford","Brooklyn",111
2015,1,"ID170","Murray Hill","Manhattan",41
2015,2,"ID170","Murray Hill","Manhattan",48
2015,3,"ID170","Murray Hill","Manhattan",47
2015,4,"ID170","Murray Hill","Manhattan",51
2015,5,"ID170","Murray Hill","Manhattan",57
2015,6,"ID170","Murray Hill","Manhattan",64
2015,7,"ID170","Murray Hill","Manhattan",80
2015,8,"ID170","Murray Hill","Manhattan",82
2015,9,"ID170","Murray Hill","Manhattan",88
2015,10,"ID170","Murray Hill","Manhattan",102
2015,11,"ID170","Murray Hill","Manhattan",95
2015,12,"ID170","Murray Hill","Manhattan",102
2016,1,"ID170","Murray Hill","Manhattan",98
2016,2,"ID170","Murray Hill","Manhattan",112
2016,3,"ID170","Murray Hill","Manhattan",112
2016,4,"ID170","Murray Hill","Manhattan",113
2016,5,"ID170","Murray Hill","Manhattan",118
2016,6,"ID170","Murray Hill","Manhattan",123
2016,7,"ID170","Murray Hill","Manhattan",134
2016,8,"ID170","Murray Hill","Manhattan",137
2016,9,"ID170","Murray Hill","Manhattan",140
